link,title,date,director,starring,margaret,david,imdb,imdb_rating
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1743444.htm,Monster House,"20 September, 2006",,Mitchel Musso,4,3,tt0385880,6.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1743393.htm,Talladega Nights: The Ballad of Ricky Bobby,"20 September, 2006",,Will Ferrell,1.5,3,tt0415306,6.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1743453.htm,The Wind That Shakes The Barley,"20 September, 2006",,Cillian Murphy,3.5,4,tt0460989,7.5
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1720198.htm,The Book of Revelation,"6 September, 2006",,Tom Long,4,4,tt0424863,5.3
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1720166.htm,Lady In The Water,"6 September, 2006",,Bob Balaban,3.5,1.5,tt0452637,5.5
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1720111.htm,Opal Dream,"6 September, 2006",,Vince Colosimo,no score,2.5,tt0420835,6.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1720229.htm,An Inconvenient Truth,"6 September, 2006",,,4,4,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1720012.htm,48 Shades,"30 August, 2006",,Richard Wilson,2,3,tt0476519,5.9
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1719824.htm,Stormbreaker,"30 August, 2006",,Sarah Bolger,2.5,2.5,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1719831.htm,Clerks 11,"30 August, 2006",,Brian O'Halloran,1.5,3,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1719967.htm,C.R.A.Z.Y.,"30 August, 2006",,Michel Cote,3.5,2,tt0401085,7.9
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1720879.htm,Silent Hill,"30 August, 2006",,Radha Mitchell,1.5,1.5,tt0384537,6.5
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1714268.htm,Kanyini,"23 August, 2006",,,3.5,no score,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1714220.htm,Man About Town,"23 August, 2006",,Ben Affleck,2.5,2.5,tt0420757,5.5
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1714241.htm,Unfolding Florence,"23 August, 2006",,Judi Farr,3.5,4,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1714184.htm,Friends With Money,"23 August, 2006",,Jennifer Aniston,4,4,tt0436331,5.7
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1714191.htm,Fearless,"23 August, 2006",,Jet Li,3,3,tt0446059,7.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1714127.htm,The Child,"16 August, 2006",,Jeremie Renier,5,4,tt0456396,7.5
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1714029.htm,Thank You For Smoking,"16 August, 2006",,Aaron Eckhart,3.5,4,tt0427944,7.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1714056.htm,2:37,"16 August, 2006",,Teresa Palmer,3.5,3,tt0472582,6.8
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1714103.htm,Breakfast on Pluto,"16 August, 2006",,Cillian Murphy,2,3.5,tt0411195,7.2
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1697830.htm,United 93,"9 August, 2006",,,4,4,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1697313.htm,Miami Vice,"9 August, 2006",,Gong Li,3,3.5,tt0430357,6.0
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1697543.htm,Brick,"9 August, 2006",,Joseph Gordon-Levitt,3.5,3.5,tt0393109,7.3
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1697820.htm,Kenny,"9 August, 2006",,Shane Jacobson,4.5,2.5,tt0822389,7.2
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1697276.htm,49 Up,"2 August, 2006",,,4,3,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1697054.htm,The Sentinel,"2 August, 2006",,Michael Douglas,3.5,3,tt0443632,6.1
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1697154.htm,3 Iron,"2 August, 2006",,Lee  Seung-yeon,4,3.5,tt0423866,8.0
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1697224.htm,Footy Legends,"2 August, 2006",,Anh Do,3.5,3.5,tt0477647,5.8
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1688216.htm,The Libertine,"26 July, 2006",,Johnny Depp,4,3.5,tt0375920,6.3
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1685776.htm,The Devil and Daniel Johnston,"26 July, 2006",,,4,3.5,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1685783.htm,Sophie Scholl - The Final Days,"26 July, 2006",,Julia Jentsch,4,3,tt0426578,7.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1685756.htm,The Lake House,"26 July, 2006",,Keanu Reeves,3,1.5,tt0410297,6.8
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1685725.htm,Confetti,"26 July, 2006",,Martin Freeman,4,2,tt0427089,5.7
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1685652.htm,The White Masai,"19 July, 2006",,Nina Hoss,3.5,2.5,tt0436889,6.5
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1685675.htm,Half-Light,"19 July, 2006",,Demi Moore,1.5,2,tt0412798,6.0
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1685627.htm,16 Blocks,"19 July, 2006",,Bruce Willis,2,3.5,tt0450232,6.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1685100.htm,My Super Ex-Girlfriend,"19 July, 2006",,Uma Thurman,2.5,2,tt0465624,5.1
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1675402.htm,Jindabyne,"12 July, 2006",,Laura Linney,4,4.5,tt0382765,6.3
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1675474.htm,Sione's Wedding,"12 July, 2006",,Oscar Kightley,3.5,3,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1675460.htm,Hard Candy,"12 July, 2006",,Patrick Wilson,3.5,3.5,tt0424136,7.1
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1675427.htm,Beyond The Sea,"12 July, 2006",,Kevin Spacey,3,3.5,tt0363473,6.7
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1674945.htm,Don't  Come Knocking,"5 July, 2006",,Sam Shepard,no score,3,tt0377800,6.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1674915.htm,Solo,"5 July, 2006",,Colin Friels,3.5,4,tt0477472,5.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1674857.htm,River Queen,"5 July, 2006",,Samantha  Morton,3.5,2,tt0388377,6.0
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1674859.htm,Pirates of the Caribbean: Dead Man's Chest,"5 July, 2006",,Johnny Depp,4.5,3.5,tt0383574,7.3
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1664545.htm,Ten Canoes,"28 June, 2006",,Crusoe Kurrdal,4,4.5,tt0466399,7.0
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1663699.htm,Junebug,"28 June, 2006",,Amy Adams,4,3.5,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1663723.htm,Tristram Shandy: A Cock &amp; Bull Story,"28 June, 2006",,Steve Coogan,4,4.5,tt0423409,6.7
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1663651.htm,Superman Returns,"28 June, 2006",,Brandon Routh,3,3,tt0348150,6.0
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1653975.htm,Over The Hedge,"21 June, 2006",,Bruce Willis,3,3.5,tt0327084,6.7
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1666377.htm,The Fast and the Furious: Tokyo Drift,"21 June, 2006",,Lucas Black,3.5,1,tt0463985,6.0
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1663627.htm,L'enfer (Hell),"21 June, 2006",,Emmanuelle Beart,2.5,3.5,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1663596.htm,Wah Wah,"21 June, 2006",,Gabriel Byrne,4,4,tt0419256,6.8
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1653031.htm,Factotum,"14 June, 2006",,Matt Dillon,4,3.5,tt0417658,6.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1653007.htm,Oliver Twist,"14 June, 2006",,Ben Kingsley,3.5,4,tt0380599,6.8
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1653041.htm,Cars,"14 June, 2006",,Owen Wilson,no score,3.5,tt0317219,7.1
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1652818.htm,Brasileirinho,"14 June, 2006",,,4,4,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1653093.htm,The Break-Up,"14 June, 2006",,Vince Vaughn,4,2.5,tt0452594,5.8
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1652785.htm,The Chumscrubber,"7 June, 2006",,Jamie Bell,3.5,3.5,tt0406650,6.9
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1652714.htm,The Omen,"7 June, 2006",,Liev Schreiber,3.5,3,tt0466909,5.5
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1652743.htm,Colour Me Kubrick,"7 June, 2006",,John Malkovich,3.5,4,tt0376543,6.1
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1652766.htm,The Caterpillar Wish,"7 June, 2006",,Susie Porter,3.5,3,tt0454096,6.8
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1652681.htm,Poseidon,"7 June, 2006",,Kurt Russell,3,2,tt0409182,5.7
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1630526.htm,Last Holiday,"24 May, 2006",,Queen Latifah,3.5,1.5,tt0408985,6.5
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1630567.htm,Candy,"24 May, 2006",,Heath Ledger,4.5,3.5,tt0424880,7.2
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1630751.htm,The Ax,"24 May, 2006",,Jose Garcia,3,4,tt0422015,7.4
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1630597.htm,Take The Lead,"24 May, 2006",,Antonio Banderas,3,2,tt0446046,6.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1630627.htm,The Da Vinci Code,"24 May, 2006",,Tom Hanks,2.5,no score,tt0382625,6.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1630770.htm,Separate Lies,"17 May, 2006",,Emily Watson,4.5,3.5,tt0369053,6.4
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1630854.htm,Ballets Russes,"17 May, 2006",,,3.5,4,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1630847.htm,X-Men: The Last Stand,"17 May, 2006",,Hugh Jackman,2.5,no score,tt0376994,6.7
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1630849.htm,The Three Burials Of Melquiades Estrada,"17 May, 2006",,Barry Pepper,3.5,4.5,tt0419294,7.4
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1629941.htm,Two For The Money,"10 May, 2006",,Al Pacino,3.5,3,tt0417217,6.3
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1629939.htm,In The Shadow Of The Palms,"10 May, 2006",,,3.5,no score,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1629953.htm,Love In The First Degree,"10 May, 2006",,Joy Smithers,3,2.5,tt0339770,6.3
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1629975.htm,Neil Young: Heart of Gold,"10 May, 2006",,,3.5,4,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1634902.htm,Mission Impossible III,"10 May, 2006",,Tom Cruise,3.5,3.5,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1634909.htm,Slither,"10 May, 2006",,Nathan Fillion,3,2.5,tt0439815,6.5
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1623194.htm,Go For Zucker,"3 May, 2006",,Henry Hubchen,3,3.5,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1631735.htm,Dave Chappelle's Block Party,"3 May, 2006",,"Bob Yari, Dave Chappelle and Julie Fong",3.5,3,tt0425598,7.2
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1623065.htm,Brothers,"3 May, 2006",,Connie Nielsen,4,3.5,tt0386342,7.5
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1623207.htm,In the Mix,"3 May, 2006",,Usher Raymond,2.5,no score,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1623201.htm,Where The Truth Lies,"3 May, 2006",,Kevin Bacon,3.5,3.5,tt0373450,6.4
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1622819.htm,Hidden,"26 April, 2006",,Daniel Auteuil,4.5,4,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1622813.htm,The Ringer,"26 April, 2006",,Johnny Knoxville,3,1,tt0267891,5.8
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1622828.htm,The White Countess,"26 April, 2006",,Ralph Fiennes,3.5,2,tt0384686,6.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1622766.htm,The New World,"26 April, 2006",,Colin Farrell,5,4,tt0402399,6.7
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1622792.htm,Lost and Found,"26 April, 2006",,Brett Climo,2.5,2,tt0455149,4.0
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1608967.htm,American Dreamz,"19 April, 2006",,Hugh Grant,3,3.5,tt0465142,5.4
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1610064.htm,Final Destination 3,"19 April, 2006",,Mary Elizabeth Winstead,no score,2.5,tt0414982,5.8
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1608925.htm,Kokoda,"19 April, 2006",,Jack Finsterer,3.5,4,tt0481390,6.1
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1613013.htm,The Hills Have Eyes,"19 April, 2006",,Aaron Stanford,2.5,3,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1609012.htm,On A Clear Day,"19 April, 2006",,Peter Mullan,2.5,3,tt0410400,6.9
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1608478.htm,Failure To Launch,"12 April, 2006",,Matthew McConaughey,3,2.5,tt0427229,5.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1608292.htm,How Much Do You Love Me?,"12 April, 2006",,Monica Belluci,4,3.5,tt0420555,5.7
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1613369.htm,Ice Age 2,"12 April, 2006",,Ray Romano,3.5,2.5,tt0268380,7.5
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1609908.htm,Rebound,"12 April, 2006",,Martin Lawrence,0.5,0,tt0376108,5.2
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1608501.htm,Eight Below,"12 April, 2006",,Paul Walker,4,3,tt0397313,7.3
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1601722.htm,Tsotsi,"5 April, 2006",,Presley Chweneyagae,4,4.5,tt0468565,7.2
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1601742.htm,Live and Become,"5 April, 2006",,Yael Abecassis,4.5,4,tt0388505,7.9
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1601626.htm,She's The Man,"5 April, 2006",,Amanda Bynes,3.5,0.5,tt0454945,6.3
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1601600.htm,The Squid And The Whale,"5 April, 2006",,Jeff Daniels,4,4.5,tt0367089,7.3
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1601569.htm,Water,"5 April, 2006",,Seema Biswas,4,4,tt0240200,7.7
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1601485.htm,V For Vendetta,"29 March, 2006",,Natalie Portman,3.5,3.5,tt0434409,8.2
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1599749.htm,Inside Man,"29 March, 2006",,Denzel Washington,3.5,3.5,tt0454848,7.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1600221.htm,Basic Instinct 2,"29 March, 2006",,Sharon Stone,2,2.5,tt0430912,4.4
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1599863.htm,The World's Fastest Indian,"29 March, 2006",,Anthony Hopkins,3,4,tt0412080,7.8
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1589047.htm,Cry Wolf,"22 March, 2006",,Julian Morris,1.5,2,tt0384286,5.8
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1589057.htm,Happy Endings,"22 March, 2006",,Tom Arnold,4,3,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1588984.htm,The Weatherman,"22 March, 2006",,Nicolas Cage,3.5,2.5,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1589024.htm,The Manual of Love,"22 March, 2006",,Carlo Verdone,4,3.5,tt0417944,6.3
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1588803.htm,March Of The Penguins,"22 March, 2006",,,3.5,3,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1588968.htm,Little Manhattan,"15 March, 2006",,Josh Hutcherson,3,no score,tt0412922,7.5
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1589069.htm,Fateless,"15 March, 2006",,Marcell Nagy,4,3.5,tt0367082,6.9
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1588936.htm,Proof,"15 March, 2006",,Gwyneth Paltrow,3,2,tt0377107,6.7
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1588894.htm,Aeon Flux,"15 March, 2006",,Charlize Theron,3.5,1,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1588924.htm,When A Stranger Calls,"15 March, 2006",,Camilla Belle,2,2.5,tt0455857,5.1
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1578029.htm,Zathura,"8 March, 2006",,Josh Hutcherson,3.5,3.5,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1578044.htm,The Passenger,"8 March, 2006",,Jack Nicholson,no score,4.5,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1577868.htm,The King,"8 March, 2006",,Gael Garcia Bernal,3,3,tt0396688,6.7
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1578004.htm,Dreamer,"8 March, 2006",,Kurt Russell,no score,3,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1578859.htm,Tristan &amp; Isolde,"8 March, 2006",,James Franco,4,3,tt0375154,6.8
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1577898.htm,The Pink Panther,"8 March, 2006",,Steve Martin,1,1.5,tt0383216,5.7
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1577918.htm,Lassie,"8 March, 2006",,Peter O'Toole,3,3,tt0431213,6.7
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1580979.htm,A History of Violence,"1 March, 2006",,Viggo Mortensen,4.5,4,tt0399146,7.4
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1577777.htm,Hustle &amp; Flow,"1 March, 2006",,Terrence Howard,3.5,4,tt0410097,7.3
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1577718.htm,Kinky Boots,"1 March, 2006",,Joel Edgerton,3.5,3.5,tt0434124,7.1
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1577579.htm,Rent,"1 March, 2006",,Rosario Dawson,3,3.5,tt0294870,6.9
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1577678.htm,Firewall,"1 March, 2006",,Harrison Ford,2.5,3,tt0408345,5.8
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1569580.htm,Transamerica,"22 February, 2006",,Felicity Huffman,4,3.5,tt0407265,7.4
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1569602.htm,Match Point,"22 February, 2006",,Jonathan Rhys Meyers,3,4.5,tt0416320,7.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1569752.htm,Imagine Me and You,"22 February, 2006",,Piper Perabo,3,2.5,tt0421994,6.8
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1569661.htm,Derailed,"22 February, 2006",,Clive Owen,1.5,2.5,tt0398017,6.6
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1569691.htm,Hostel,"22 February, 2006",,Jay Hernandez,2,0,tt0450278,5.9
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1569807.htm,Ushpizin,"22 February, 2006",,Shalom Rand,3.5,3.5,,
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1569511.htm,Jarhead,"15 February, 2006",,Jake Gyllenhaal,3,3.5,tt0418763,7.0
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1569357.htm,Casanova,"15 February, 2006",,Heath Ledger,4,4,tt0402894,6.5
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1569443.htm,Capote,"15 February, 2006",,Philip Seymour Hoffman,5,4.5,tt0379725,7.3
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1569246.htm,Syriana,"15 February, 2006",,George Clooney,4,4,tt0365737,6.9
https://web.archive.org/web/20150102091911/http://www.abc.net.au/atthemovies/txt/s1569386.htm,Lord of War,"15 February, 2006",,Nicolas Cage,3.5,4,tt0399295,7.6
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2099568.htm,No Country For Old Men,"16 December, 2007",,Tommy Lee Jones,5,5,tt0477348,8.1
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2099620.htm,"Lust, Caution","16 December, 2007",,Tony Leung,5,4.5,,
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2098454.htm,Enchanted,"16 December, 2007",,Susan Sarandon,4,4,tt0461770,7.0
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2099524.htm,I'm Not There,"16 December, 2007",,Cate Blanchett,3.5,3.5,tt0368794,6.9
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2152120.htm,Juno,"16 December, 2007",,Ellen Page,4,4,tt0467406,7.4
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2099655.htm,The Golden Compass,"16 December, 2007",,Nicole Kidman,3.5,3.5,tt0385752,6.1
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2099205.htm,The Darjeeling Limited,"16 December, 2007",,Owen Wilson,4,4.5,tt0838221,7.2
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2099191.htm,American Gangster,"16 December, 2007",,Russell Crowe,4,4,tt0765429,7.8
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2108149.htm,2 Days In Paris,"16 December, 2007",,Julie Delpy,4,3.5,tt0841044,6.8
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2099251.htm,I Served The King Of England,"16 December, 2007",,Ivan Barnev  and Oldrich Kaiser,3.5,3.5,tt0284363,7.4
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2099472.htm,The Kite Runner,"16 December, 2007",,Khalid Abdalla,4,3.5,tt0419887,7.6
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2098422.htm,Atonement,"16 December, 2007",,Keira Knightley,4.5,4,tt0783233,7.8
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2086696.htm,Coeurs (Private Fears In Public Places),"28 November, 2007",,Sabine Azéma,3.5,4,tt0498120,6.9
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2086588.htm,Into The Wild,"28 November, 2007",,Emile Hirsch,5,4.5,tt0758758,8.1
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2086718.htm,September,"28 November, 2007",,Clarence John Ryan,4,2,,
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2086734.htm,Bee Movie,"28 November, 2007",,Voice of Jerry Seinfeld,3,3,,
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2066110.htm,The Banquet,"28 November, 2007",,Ziyi Zhang,3,4,tt0465676,6.4
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2086524.htm,Crazy Love,"21 November, 2007",,,2.5,4,,
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2086533.htm,Beowulf,"21 November, 2007",,Voice of  Ray Winstone,4,3.5,,
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2064662.htm,Rescue Dawn,"21 November, 2007",,Christian Bale,4,3.5,tt0462504,7.3
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2086799.htm,The Heartbreak Kid,"21 November, 2007",,Ben Stiller,2,2,tt0408839,5.8
https://web.archive.org/web/20150102090215/http://www.abc.net.au/atthemovies/txt/s2086437.htm,Boxing Day,"21 November, 2007",,Richard Green,3.5,3,tt0970922,7.1
